method,r,fold,alpha,coverage,shrinkage_alpha,cov_scale
PPLS-SLM-Manifold,15,1,0.05,0.9468859649122807,1.0,2.18542469989436
PPLS-SLM-Manifold,15,1,0.1,0.9040570175438597,1.0,2.18542469989436
PPLS-SLM-Manifold,15,1,0.2,0.8198245614035088,1.0,2.18542469989436
PPLS-SLM-Manifold,15,2,0.05,0.9386184210526316,1.0,2.29713267586934
PPLS-SLM-Manifold,15,2,0.1,0.8930921052631579,1.0,2.29713267586934
PPLS-SLM-Manifold,15,2,0.2,0.8051754385964912,1.0,2.29713267586934
